record_id,hr_med_bpm,rr_med_ms,rr_iqr_ms,rr_sdnn_ms,prematurity_index_min,comp_pause_ratio_max,pvc_like_beat_count,apb_like_beat_count,paced_like_beat_count,af_irregularity_cv,f_wave_power_ratio,p_present_ratio,p_amp_ii_med_mV,p_dur_med_ms,pr_med_ms,pr_iqr_ms,q_amp_ii_med_mV,r_amp_ii_med_mV,s_amp_ii_med_mV,qrs_dur_med_ms,qrs_dur_iqr_ms,qrs_deformed_prob,qrs_deformed_any,qrs_fragmented_any,qrs_wide_any,r_prime_v1_any,broad_r_v6_any,st_level_v1_mV,st_level_v5_mV,st_slope_v5_uV_per_ms,t_amp_v5_med_mV,t_dur_med_ms,t_inverted_right_any,qt_med_ms,qtc_med_ms,qrs_net_area_i_mV_ms,qrs_net_area_avf_mV_ms,qrs_axis_sin,qrs_axis_cos,lead_quality_min_db,delineation_confidence,u_present_v2_any,u_amp_v2_mV
149,-0.28421507099663845,0.1751632958963499,-0.518498713946213,-0.716430007296639,0.4499143980344307,,0.0,-0.2825166799729971,0.0,-0.6426051305247866,-0.26640208877736654,0.0,-0.5165611084610753,0.0,0.0,0.0,0.06664352357581875,0.6438918596323657,0.24089736159317257,0.0,0.0,-1.1848622376417264,0.0,0.0,0.0,0.7745966692414834,0.0,-0.1775512891706257,0.9885053272426376,0.29855334987000115,0.8528581131430583,0.0,-1.0339078862458586,0.0,-0.2884398808169705,-0.0001882301677495763,0.7142471115851876,0.714609026807764,0.011628113622462619,0.7651817351183393,0.5191044513761508,0.1856953381770519,1.5172234914333658
119,-0.3811623870054216,0.585061090544256,-0.6050414602982445,-0.6154074734465208,0.5339182207094433,,0.0,-0.2825166799729971,0.0,-0.5049607894111415,-0.26640208877736654,0.0,0.07037739313968859,0.0,0.0,0.0,-0.39050330189496313,0.629841478875475,0.22658084087620636,0.0,0.0,-1.1848622376417264,0.0,0.0,0.0,-1.2909944487358056,0.0,0.37226821480662603,1.1023402357026553,0.22325437566861284,0.5477750069700354,0.0,0.9672041516493516,0.0,-0.48753228711173485,0.3962053312244414,0.25520811743243366,0.2867739248999046,0.5113806371455785,1.0159529522451416,0.5191044513761508,0.1856953381770519,2.0606328491435564
23,-0.3983930935831323,0.6692365305165935,-0.5432252129039362,-0.7368812401029965,0.5841291482456522,,0.0,-0.2825166799729971,0.0,-0.7563893590293522,-0.26640208877736654,0.0,0.9939946324422613,0.0,0.0,0.0,-1.9016147194112336,-0.31578242942557566,-4.400812443660105,0.0,0.0,-0.5323221352887582,0.0,0.0,0.0,0.7745966692414834,0.0,-1.503533920544069,-0.4572837340540175,1.8211651501814312,-0.6526265170799174,0.0,0.9672041516493516,0.0,-0.5246818104591258,-0.30075559781007133,-0.3383015024190129,-0.04978786995879442,0.7382978769497216,-0.03254978297414471,0.5191044513761508,0.1856953381770519,1.7550166777318004
153,-0.4177265686897688,0.7680511774406428,-0.45668246655190486,-0.6017869607850423,0.42927671427457714,,0.0,-0.7082351407472163,0.0,-0.5013141997531383,-0.26640208877736654,0.0,-0.7391762582071872,0.0,0.0,0.0,0.3986495926166429,0.988541777401078,0.3819280577134142,0.0,0.0,-1.1848622376417264,0.0,0.0,0.0,0.7745966692414834,0.0,0.009447583059843806,0.5335909749343482,0.21179451155719767,-0.17303713478591795,0.0,-1.0339078862458586,0.0,-0.5669973992952533,0.5009771949166317,0.9261995199961838,0.6207773467355087,0.14985055991776586,0.9559443512110529,0.5191044513761508,0.1856953381770519,0.393337529030035
133,-0.5142962060526585,1.3536194555090801,-0.4195927181153199,-0.623005269093452,0.4540604832290272,,0.0,-1.257081694255978,0.0,-0.5943502315040486,-0.26640208877736654,0.0,-0.48874086031835023,0.0,0.0,0.0,0.6524885984130145,-1.3419764314420521,0.01298711329186265,0.0,0.0,0.26409769491106794,0.0,0.0,0.0,-1.2909944487358056,0.0,-1.3709607754377295,-1.00086391166912,-0.34188504559729543,-1.7278249991560926,0.0,0.9672041516493516,0.0,-0.7905899338617304,0.2524410724735536,-0.39120298609912585,-0.4057092457612649,0.8715448692127048,-2.4129964858686264,-2.7520054730514087,0.1856953381770519,-2.887803423883914
6,-0.5042138788440388,1.284083222488453,-0.518498713946213,-0.7341423521126247,0.6926683449783402,,0.0,-1.257081694255978,0.0,-0.8146739066622577,-0.26640208877736654,0.0,0.3213007278316125,0.0,0.0,0.0,0.3836272324828517,0.7052050699762415,-0.14019046803956092,0.0,0.0,1.0990281205936718,0.0,0.0,0.0,0.7745966692414834,0.0,2.0589152302165643,0.231953422393051,-0.0495793655292509,0.2231747154384931,0.0,-1.0339078862458586,0.0,-0.766204093361568,0.039173273198760135,0.4286811722020549,0.5295735009482103,0.26620994379009694,1.179593294527478,0.5191044513761508,0.1856953381770519,0.28093180137258744
109,-0.035916443534358466,-0.5458176464754136,1.10108696778466,0.649647952782491,0.08821177366819796,0.8341431846324013,0.0,-0.2825166799729971,0.0,0.5846311054619212,-0.26640208877736654,0.0,-1.1565147481484146,0.0,0.0,0.0,0.7911136291070697,-1.3134234454667468,0.11623237598778151,0.0,0.0,0.26409769491106794,0.0,0.0,0.0,-1.2909944487358056,0.0,1.1555469977016612,-1.0941659917651685,-0.2748653104054115,-1.274308627779964,0.0,0.9672041516493516,0.0,0.16053410493906475,0.3960776653754787,-0.5937200226398961,-0.5921013206738582,0.9040106976929911,-0.46090538381937196,-0.21103404381922108,0.1856953381770519,-1.7580985823729
183,-0.14871783799223648,-0.2640129126549781,-0.4937722149884898,-0.6707693136317989,0.4820710514303333,,0.0,0.3594128843097777,0.0,-0.48283422006621834,-0.26640208877736654,0.0,0.042964632391767725,0.0,0.0,0.0,0.1488170605183683,-0.3522099511697549,0.038356564561676965,0.0,0.0,0.7727580694171753,0.0,0.0,0.0,0.7745966692414834,0.0,0.6592708932952095,-1.6971488437516653,-0.5734049673355995,-1.359172349372701,0.0,-1.0339078862458586,0.0,-0.03384006698213734,0.8366547678504279,-1.134928239508753,-1.2069664799907291,0.8405201662429279,-0.12852746672244736,0.5191044513761508,0.1856953381770519,-0.3475421140256762
125,-0.5122230398347956,1.3389802485573692,2.6464931526423627,2.8018377846248472,-0.7719906747897691,-1.4868858477336442,0.0,-2.030637464543067,0.0,0.8205777678629534,-0.26640208877736654,0.0,-0.24624823400147908,0.0,0.0,0.0,-4.36884918340473,-1.290091567510185,-1.9748598260242927,0.0,0.0,-0.20605208411227324,0.0,0.0,0.0,0.7745966692414834,0.0,-0.5468404710163319,-0.846538454528486,0.22849303792345135,-1.1676528096261447,0.0,0.9672041516493516,0.0,-0.7855359374821749,1.5188305637709019,-2.026325903357325,-1.675777409079927,0.6002557086370615,-0.6547757543490893,-0.6642439656137593,0.1856953381770519,-0.823403837212928
177,-0.20073686769377458,-0.1103012396620133,-0.37013972019987335,-0.6362953407280664,0.3547411800276039,,0.0,-0.7082351407472163,0.0,-0.43384038605039965,-0.26640208877736654,0.0,-0.1283706981663434,0.0,0.0,0.0,0.5252753031881505,1.0247133611994899,0.16049692870656582,0.0,0.0,0.12021796706420729,0.0,0.0,0.0,0.7745966692414834,0.0,0.17737610177144889,0.17170277839723744,-0.010891854878319413,-0.07083895003655984,0.0,-1.0339078862458586,0.0,-0.1286817035926633,0.29605667768479144,0.6401407068594093,0.5652362454465318,0.22257967762887015,0.9528836951406265,0.5191044513761508,0.1856953381770519,0.6023728996355731
